# plugin	O-simplePhysicalModelSynth
# uiRoot	Source/ui/public
# generated	2026-08-28T17:52:12.588Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	215	h2.group-title		LABEL	no	group-title.4-amp-output	4 · Amp · Output	prose survives the readout filter
html-text	index.html	219	div.knob-label		LABEL	no	knob-label.attack	Attack	prose survives the readout filter
html-text	index.html	220	#val-ampAttack		READOUT	no	val-ampAttack	1 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	224	div.knob-label		LABEL	no	knob-label.release	Release	prose survives the readout filter
html-text	index.html	225	#val-ampRelease		READOUT	no	val-ampRelease	200 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	229	div.knob-label		LABEL	no	knob-label.vel-bright	Vel→Bright	prose survives the readout filter
html-text	index.html	234	div.knob-label		LABEL	no	knob-label.level	Level	prose survives the readout filter
html-text	index.html	235	#val-outputLevel		READOUT	no	val-outputLevel	-6.0 dB	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	243	div.keyboard-label		UNSURE	no	keyboard-label.play	Play ·	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	243	span.kbd-hint		LABEL	no	kbd-hint.click-the-keys-or	click the keys or use your computer keyboard (A S D F G H J K · W E T Y U)	prose survives the readout filter
html-attr	index.html	41	#presetPrev	title	LABEL	no	presetPrev	Previous preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	41	#presetPrev	aria-label	LABEL	no	presetPrev-2	Previous preset	prose survives the readout filter
html-attr	index.html	42	#presetName	title	LABEL	no	presetName-2	Browse presets	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	43	#presetNext	title	LABEL	no	presetNext	Next preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	43	#presetNext	aria-label	LABEL	no	presetNext-2	Next preset	prose survives the readout filter
html-attr	index.html	44	#presetSave	title	LABEL	no	presetSave-2	Save current settings as a user preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	45	#presetDelete	title	LABEL	no	presetDelete-2	Delete the current user preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	46	#presetDropdown	aria-label	LABEL	no	presetDropdown	Presets	prose survives the readout filter
html-attr	index.html	48	#tipToggle	aria-label	LABEL	no	tipToggle	Toggle tooltips	prose survives the readout filter
html-attr	index.html	60	#loopSvg	aria-label	LABEL	no	loopSvg	Excitation to resonator to material to output signal-flow diagram	prose survives the readout filter
html-attr	index.html	135	#combo-excitationType	aria-label	LABEL	no	combo-excitationType	Excitation type	prose survives the readout filter
html-attr	index.html	161	#combo-resonatorType	aria-label	LABEL	no	combo-resonatorType	Resonator type	prose survives the readout filter
html-attr	index.html	165	#combo-stringModel	aria-label	LABEL	no	combo-stringModel	String model	prose survives the readout filter
html-attr	index.html	244	#keyboard	aria-label	LABEL	no	keyboard	On-screen keyboard	prose survives the readout filter
js-prose	js/app.js	566	cap.textContent		LABEL	no	ui.modal-stems	modal · stems	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-prose	js/app.js	566	cap.textContent		LABEL	no	ui.string-loop	string · loop	written from a CONDITIONAL expression (ternary / || fallback). Contract §6: the inflection is authored around, not engineered — check-i18n assertion 13 rejects a ternary inside a setLabel argument
js-composed	js/app.js	585	tip.innerHTML		LABEL	no	ui.span-class-tip-title	<span class="tip-title">${entry[0]}</span>${entry[1]}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
