# plugin	O-simpleSampler
# uiRoot	Source/ui/public
# generated	2026-08-28T04:24:18.553Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	172	div.knob-label		LABEL	no	knob-label.cutoff	Cutoff	prose survives the readout filter
html-text	index.html	173	#val-filterCutoff		READOUT	no	val-filterCutoff	20 kHz	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	177	div.knob-label		LABEL	no	knob-label.resonance	Resonance	prose survives the readout filter
html-text	index.html	185	h2.group-title		LABEL	no	group-title.amplitude-envelope	Amplitude Envelope	prose survives the readout filter
html-text	index.html	190	div.knob-label		LABEL	no	knob-label.attack	Attack	prose survives the readout filter
html-text	index.html	191	#val-ampAttack		READOUT	no	val-ampAttack	5 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	195	div.knob-label		LABEL	no	knob-label.decay	Decay	prose survives the readout filter
html-text	index.html	196	#val-ampDecay		READOUT	no	val-ampDecay	300 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	200	div.knob-label		LABEL	no	knob-label.sustain	Sustain	prose survives the readout filter
html-text	index.html	205	div.knob-label		LABEL	no	knob-label.release	Release	prose survives the readout filter
html-text	index.html	206	#val-ampRelease		READOUT	no	val-ampRelease	200 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	210	div.knob-label		LABEL	no	knob-label.vel-amp	Vel→Amp	prose survives the readout filter
html-text	index.html	218	h2.group-title		LABEL	no	group-title.output	Output	prose survives the readout filter
html-text	index.html	223	div.knob-label		LABEL	no	knob-label.level	Level	prose survives the readout filter
html-text	index.html	224	#val-outputLevel		READOUT	no	val-outputLevel	0.0 dB	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	232	div.keyboard-label		UNSURE	no	keyboard-label.play	Play ·	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	232	span.kbd-hint		LABEL	no	kbd-hint.click-the-keys-or	click the keys or use your computer keyboard (A S D F G H J K · W E T Y U)	prose survives the readout filter
html-attr	index.html	40	#presetTour	aria-label	LABEL	no	presetTour	Concept presets	prose survives the readout filter
html-attr	index.html	56	#tipsToggle	title	LABEL	no	tipsToggle	Tooltips — hover help on every control. Click to turn the explanations off or back on.	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	55	#tipsToggle	aria-label	LABEL	no	tipsToggle-2	Toggle tooltips	prose survives the readout filter
html-attr	index.html	113	#combo-loopMode	aria-label	LABEL	no	combo-loopMode	Loop mode	prose survives the readout filter
html-attr	index.html	146	#combo-pitchMode	aria-label	LABEL	no	combo-pitchMode	Pitch mode	prose survives the readout filter
html-attr	index.html	233	#keyboard	aria-label	LABEL	no	keyboard	On-screen keyboard	prose survives the readout filter
js-composed	js/app.js	510	tip.innerHTML		LABEL	no	ui.span-class-tip-title	<span class="tip-title">${entry[0]}</span>${entry[1]}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
