# plugin	O-simpleFM
# uiRoot	Source/ui/public
# generated	2026-08-28T04:24:18.515Z
# NOTE	class is a SUGGESTION WITH A REASON, never a silent drop. Read every UNSURE and every DELETE row.
# source	file	line	selector	attr	class	keyed	suggestedKey	text	reason
html-text	index.html	185	div.knob-label		LABEL	no	knob-label.release-2	Release	prose survives the readout filter
html-text	index.html	186	#val-ampRelease		READOUT	no	val-ampRelease	300 ms	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	193	h2.group-title		LABEL	no	group-title.output	Output	prose survives the readout filter
html-text	index.html	197	div.knob-label		LABEL	no	knob-label.level	Level	prose survives the readout filter
html-text	index.html	198	#val-outputLevel		READOUT	no	val-outputLevel	0.0 dB	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
html-text	index.html	206	div.tour-label		LABEL	no	tour-label.lesson-presets	Lesson Presets	prose survives the readout filter
html-text	index.html	208	button.tour-btn		LABEL	yes	tour-btn.e-piano	E-Piano	prose survives the readout filter
html-text	index.html	209	button.tour-btn		LABEL	yes	tour-btn.tubular-bell	Tubular Bell	prose survives the readout filter
html-text	index.html	210	button.tour-btn		LABEL	yes	tour-btn.brass	Brass	prose survives the readout filter
html-text	index.html	211	button.tour-btn		LABEL	yes	tour-btn.clarinet	Clarinet	prose survives the readout filter
html-text	index.html	212	button.tour-btn		LABEL	yes	tour-btn.clang-bell	Clang Bell	prose survives the readout filter
html-text	index.html	214	#tourCaption		LABEL	no	tourCaption	Hover any control for an explanation · pick a lesson to hear a concept.	prose survives the readout filter
html-text	index.html	219	div.keyboard-label		UNSURE	no	keyboard-label.play	Play ·	the element holds element children as well as this text — key the text in its own <span>, or applyLabel will delete the siblings
html-text	index.html	219	span.kbd-hint		LABEL	no	kbd-hint.click-the-keys-or	click the keys or use your computer keyboard (A S D F G H J K · W E T Y U)	prose survives the readout filter
html-attr	index.html	44	#presetPrev	title	LABEL	no	presetPrev	Previous preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	44	#presetPrev	aria-label	LABEL	no	presetPrev-2	Previous preset	prose survives the readout filter
html-attr	index.html	45	#presetName	title	LABEL	no	presetName-2	Browse presets	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	46	#presetNext	title	LABEL	no	presetNext	Next preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	46	#presetNext	aria-label	LABEL	no	presetNext-2	Next preset	prose survives the readout filter
html-attr	index.html	47	#presetSave	title	LABEL	no	presetSave-2	Save current settings as a user preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	48	#presetDelete	title	LABEL	no	presetDelete-2	Delete the current user preset	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	49	#presetDropdown	aria-label	LABEL	no	presetDropdown	Presets	prose survives the readout filter
html-attr	index.html	87	#carrierNullBadge	title	LABEL	no	carrierNullBadge-2	Carrier null: the modulation index sits at the first Bessel J₀ zero (β ≈ 2.405), so the carrier (f​c) vanishes and all energy moves into the sidebands.	native title= is the only help this element has — move the text to data-i18n-aria (contract §4)
html-attr	index.html	220	#keyboard	aria-label	LABEL	no	keyboard	On-screen keyboard	prose survives the readout filter
js-composed	js/app.js	251	rRead.textContent		READOUT	no	ui.ratioval-tofixed-2-1	${ratioVal.toFixed(2)} : 1	no two-letter run survives once interpolations, numbers and unit tokens are removed (D-03)
js-composed	js/app.js	261	meta.textContent		LABEL	no	ui.harmonic-harmonic-inharmonic-nsb	${harmonic ? "harmonic" : "inharmonic"} · ≈ ${nSb} sideband${nSb === 1 ? "" : "s"}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-composed	js/app.js	285	tip.innerHTML		LABEL	no	ui.span-class-tip-title	<span class="tip-title">${entry[0]}</span>${entry[1]}	prose sits OUTSIDE the interpolation — needs a {token} entry, not a flat one
js-prose	js/app.js	440	cancelBtn.textContent		LABEL	no	ui.cancel	Cancel	prose survives the readout filter
js-prose	js/app.js	443	okBtn.textContent		LABEL	no	ui.delete	Delete	prose survives the readout filter
